url,category,title,author,description,date,place,date_from,date_to
/C5,HISTOIRE,COLONISATION ET ESCLAVAGE - 1492,M. J. HEERS,Colloque : 500ème anniversaire de la découverte du Nouveau Monde.,08.02.1992,Université de Paris II,08.02.1992,
/C1,HISTOIRE,LA LÉGENDE NOIRE ESPAGNOLE EN FRANCE du XVIème AU XVIIème SIÈCLE,M. Y. DURAND,"Série de 6 conférences
Coloque : 500ème anniversaire de la découverte du Nouveau Monde.",08.02.1992,Université de Paris II,08.02.1992,
/C3,HISTOIRE,LA PERMANENCE DE L’IDÉE DE CROISADE AU XVIIème SIÈCLE,M. J.-P. BRANCOURT,Colloque : 500ème anniversaire de la découverte du Nouveau Monde.,08.02.1992,Université de Paris II,08.02.1992,
/C6,HISTOIRE,LAS CASAS ET LES INDIENS,M. J. IMBERT,Colloque : 500ème anniversaire de la découverte du Nouveau Monde.,08.02.1992,Université de Paris II,08.02.1992,
/C4,HISTOIRE,LE CLIMAT RELIGIEUX SOUS LE RÈGNE DES ROIS CATHOLIQUES,M. J.-P. LE FLEM,Colloque : 500ème anniversaire de la découverte du Nouveau Monde.,08.02.1992,Université de Paris II,08.02.1992,
/C2,HISTOIRE,LÉON BLOY ET CHRISTOPHE COLOMB,Mme MILLET-GERARD,Colloque : 500ème anniversaire de la découverte du Nouveau Monde.,08.02.1992,Université de Paris II,08.02.1992,
/CAR1,HISTOIRE,SALAZAR (1899-1970),M. G. CARRON,,04 - 05.2005,Martigny,04.05.2005,31.05.2005
/ch03,HISTOIRE,"KATHARINA TANGARI, LA PRISON. SA “VIA DOLOROSA”",M. l’abbé E. du CHALARD,,15.03.1991,Sierre,15.03.1991,
/ch02,HISTOIRE,"MADAME KATARINA TANGARI, APÔTRE DE L’ÉGLISE PERSECUTÉE",M. l’abbé E. du CHALARD,,18.03.1989,Sion,18.03.1989,
/CO3,HISTOIRE,"L’ITALIE AU MOYEN-ÂGE, UNE NATION SANS ÉTAT",M. J. HEERS,"Colloque de l’Institut Universitaire St Pie X
Quelle Europe ?",06.02.1993,Université Paris II,06.02.1993,
/CO6,HISTOIRE,LES FONDEMENTS CHRÉTIENS DE L’EUROPE DES NATIONS,M. Y. DURAND,"Colloque de l’Institut Universitaire St Pie X
Quelle Europe ?",06.02.1993,Université Paris II,06.02.1993,
/CO1,HISTOIRE,NATION ET EUROPE DANS LA PENSÉE POLITIQUE ESPAGNOLE AU XVIIème SIÈCLE,M. J.-P. LE FLEM,"Colloque de l’Institut Universitaire St Pie X.
Quelle Europe (6 conférences).",06.02.1993,Université de Paris II,06.02.1993,
/CO4,HISTOIRE,RÉFLEXIONS SUR LE PROCÈS DE LOUIS XVI,M. J.-P. BRANCOURT,"Colloque de l’Institut Universitaire St Pie X
Quelle Europe ?",06.02.1993,Université de Paris II,06.02.1993,
/CO5,HISTOIRE,TROIS IDÉES DU NATIONALISME AU XIXe SIÈCLE,M. G. AUGE,"Colloque de l’Institut Universitaire St Pie X
Quelle Europe ?",06.02.1993,Université de Paris II,06.02.1993,
/CO2,HISTOIRE,VALEURS CONCEPTUELLES DES NOTIONS DE PATRIE ET DE NATION AU MOYEN-ÂGE,M. H. GUILLOTEL,"Colloque de l’Institut Universitaire St Pie X
Quelle Europe ?",06.02.1993,Université de Paris II.,06.02.1993,
/col6,HISTOIRE,À PROPOS D’HENRI IV,M. J.-P. BRANCOURT,"Colloque : A la mémoire du professur Roland Mousnier (Présence du XVIIe siècle).
Colloque de l’Institut Universitaire St Pie X : Paris-Sorbonne.",05.02.1994,Paris,05.02.1994,
/COL2,HISTOIRE,L’HISTOIRE RELIGIEUSE DANS L’ŒUVRE DE ROLAND MOUSNIER,R.P. P. BLET S.J.,"Colloque : A la mémoire du professeur Roland Mousnier (Présence du XVIIe siècle).
Colloque de l’Institut Universitaire St Pie X, Paris-Sorbonne.",05.02.1994,Paris,05.02.1994,
/COL1,HISTOIRE,ROLAND MOUSNIER ET L’HISTOIRE COLONIALE MODERNE,M. J.-P. LE FLEM,Colloque : À la mémoire du professeur Roland Mousnier (Présence du XVIIe siècle).,05.02.1994,Paris,05.02.1994,
/COL3,HISTOIRE,ROLAND MOUSNIER ET L’HISTOIRE MILITAIRE,M. A. CORVISIER,"Colloque : A la mémoire du prof. Roland Mousnier (Présence du XVIIe siècle).
Colloque de l’Institut Universitaire St Pie X, Paris-Sorbonne.",05.02.1994,Paris,05.02.1994,
/DEM2,HISTOIRE,CHARLEMAGNE ET L’EMPIRE D’OCCIDENT,M. DEMOTZ,,05.12.1994,"Institut Universitaire St Grégoire le Grand, Lyon",05.12.1994,
/DEM3,HISTOIRE,L’ARCHEVEQUE ET LE CHAPITRE DE ST-JEAN DE LYON AU MOYEN-AGE,M. DEMOTZ,,30.03.1998,"Inst. St Grégoire le Grand, Lyon",30.03.1998,
/DEM1,HISTOIRE,LES ORDRES MENDIANTS,M. DEMOTZ,,06.12.1993,"Institut Universitaire St Grégoire le Grand, Lyon",06.12.1993,
/DUM1,HISTOIRE,L’INQUISITION ESPAGNOLE,M. DUMONT,,09.01.1995,"Institut Universitaire St Grégoire le Grand, Lyon",09.01.1995,
/es1,HISTOIRE,LES CROISADES : L’ÉGLISE DOIT-ELLE DEMANDER PARDON ?,Dr. es Lettres Y. ESSERTEL,Château des Bruneaux.,22.03.2000,Firminy,22.03.2000,
/fram2,HISTOIRE,NEUVIÈME CENTENAIRE DE LA 1ère CROISADE,M. A. FRAMENT,,05.06.1999,Caussade,05.06.1999,
/g6,HISTOIRE,CATHOLICISME ET RÉPUBLIQUE EN FRANCE,M. le prof. D. GALLAND,,23.11.1996,Roanne,23.11.1996,
/g04,HISTOIRE,CLOVIS ET LE BAPTEME DE LA FRANCE,M. le prof. D. GALLAND,,16.03.1996,Roanne,16.03.1996,
/g03,HISTOIRE,LA GUERRE CIVILE EN ESPAGNE,M. le prof. D. GALLAND,,02.12.1995,Roanne,02.12.1995,
/g2,HISTOIRE,LA POLOGNE,M. le prof. D. GALLAND,,15.09.1995,Roanne,15.09.1995,
/g5,HISTOIRE,LA RECONQUÊTE CHRÉTIENNE EN ESPAGNE,M. le prof. D. GALLAND,,27.04.1996,Roanne,27.04.1996,
/g1,HISTOIRE,LES CROISADES,M. le prof. D. GALLAND,,04.03.1995,Roanne,04.03.1995,
/g7,HISTOIRE,"PIE VI, PAPE FORT",M. le prof. D. GALLAND,,08.02.1993,"Institut Universitaire St-Grégoire le Grand, Lyon",08.02.1993,
/ga01,HISTOIRE,LA DÉCOUVERTE DE L’AMÉRIQUE,Mgr A. de GALARRETA,,08.02.1993,"Institut Universitaire St-Grégoire le Grand, Lyon",08.02.1993,
/germ1,HISTOIRE,L'ACCORD DE METZ,M. P. GERMANIER,"Présentation du livre de Jean Madiran, paru en décembre 2006.",19.04.2007,Martigny,19.04.2007,
/GIR1,HISTOIRE,LOUIS VEUILLOT (1813-1883) “PÈRE LAÏC DE L’ÉGLISE” – LÉON XIII,M. P. GIROUARD,,24.07.1993,"Lauzon, Canada",24.07.1993,
/GOD2,HISTOIRE,LA CONTRE-RÉVOLUTION,M. l’abbé Ph. GODARD,En quoi consiste-t-elle ?,05.05.1997,"Institut Universitaire St-Grégoire le Grand, Lyon",05.05.1997,
/GOD1,HISTOIRE,LE BAPTÊME DES FRANCS,M. l’abbé Ph. GODARD,,06.05.1996,"Inst. St Grégoire le Grand, Lyon",06.05.1996,
/GUI1,HISTOIRE,"LOUIS XVI, HÉRITIER DE SAINT LOUIS",M. L.-M. GUILBAULT,"Avec l’autorisation du Cercle d’Études Cathol. “Christus Rex”, Lauzon",24.07.1993,"Lauzon, Canada",24.07.1993,
/HA2,HISTOIRE,AUX ORIGINES DE L’OCCIDENT MEDIÉVAL,M. HAUDRY,,09.01.1991,"Inst. St Grégoire le Grand, Lyon",09.01.1991,
/HE1,HISTOIRE,LA FOI ET LA LITTERATURE DANS L’ANTIQUITÉ,M. l’abbé G. HERRBACH,"Session d’étude 1996
Cercle d’études Catholiques.",26.06.1996,"Lauzon, Canada",26.06.1996,
/HEE1,HISTOIRE,LA CONDITION DES PAYSANS AU MOYEN-AGE ET LA LÉGENDE NOIRE DE L’HISTORIOGRAPHIE TRADITIONNELLE,M. J. HEERS,,20.01.1997,"Inst. St Grégoire le Grand, Lyon",20.01.1997,
/JA3,HISTOIRE,QUI A PEUR DU BAPTÊME DE CLOVIS ?,M. M. de JAEGHERE,,11.09.1996,Venthône-Sierre,11.09.1996,
/JAN1,HISTOIRE,L’ASCENSION DE STALINE,Mlle JANIN,,08.11.1993,"Institut Uni. St Pie X, Paris",08.11.1993,
/LAS10,HISTOIRE,L’INQUISITION,M. A. de LASSUS,,11.04.2005,Rennes,11.04.2005,
/lm1,HISTOIRE,DIEN BIEN PHU – DU FILM À LA RÉALITÉ,Colonel H. LE MIRE,"Le Colonel Henri LE MIRE nous raconte la défaite de la France à
DIEN BIEN PHU, telle qu’il l’a vécue.",18.05.1992,"Institut Uni. St-Pie X, Paris",18.05.1992,
/lov01,HISTOIRE,LA DÉMOCRATIE EN SUISSE,Me R. LOVEY,"Congrès du Centre de Doc. Civique
Voici l’exposé si rare, et pourtant indispensable de la doctrine chrétienne de la société, de la vraie démocratie fondée sur la loi divine. Cette conférence nous rappelle l’idée qu’avaient nos ancêtres de la démocratie, en fondant la Confédération Helvétique",07.11.1981,Lausanne,07.11.1981,
/lov003,HISTOIRE,LA SUISSE : HISTOIRE DE LA CONFÉDÉRATION ET CIVISME,Me R. LOVEY,,23.10.1984,"Séminaire Inter. St Pie X, Écône",23.10.1984,
/lug3,HISTOIRE,L'ÉCHEC DES INDÉPENDANCES EN AFRIQUE,M. B. LUGAN,Avec l’auteur du Cercle d’Études Catho. “Christus Rex”.,23.03.1995,"Lauzon, Canada",23.03.1995,
/lug4,HISTOIRE,LE BILAN DE LA DÉCOLONISATION : VÉRITÉS ET LÉGENDES,M. B. LUGAN,Avec l’auteur du Cercle d’Études Catholiques “Christus Rex”.,23.03.1995,"Lauzon, Canada",23.03.1995,
/lug1,HISTOIRE,LE RWANDA,M. B. LUGAN,,28.11.1994,"Institut Uni. St-Grégoire le Grand, Lyon",28.11.1994,
/ly1,HISTOIRE,LA CHEVALERIE,M. LE ROY,,02.12.1996,"Institut Uni. St-Grégoire le Grand, Lyon",02.12.1996,
/MES1,HISTOIRE,RETOUR SUR L’AFFAIRE GALILÉE,M. P. MESSIER,Session d’étude.,27.06.1996,"Lauzon, Canada",27.06.1996,
/MLE6,HISTOIRE,"L’ÉGLISE JUDÉO-CHRÉTIENNE DE JÉRUSALEM, de 33 à 70",M. l’abbé Ph. MARCILLE,De nombreux indices attestent que la première communauté chrétienne fut formée par les Esséniens.,15.12.1999,Riddes,15.12.1999,
/MLE3,HISTOIRE,LE VRAI GALILÉE,M. l’abbe Ph. MARCILLE,.,05.10.1998,Grenoble,05.10.1998,
/MP1,HISTOIRE,LE MARÉCHAL PÉTAIN : son dévouement à la France,M. L.-D. GIRARD,,30.01.1981,Mantes-la-Jolie,30.01.1981,
/mp2,HISTOIRE,PÉTAIN FACE À L’HISTOIRE,M. le Géneral J. Le GROIGNEC,"Il a été appelé d’Espagne par le président Renaud car c’était la débandade et personne ne voulait gouverner. Sur 666 députés à l’Assemblée Nationale, 569 ont voté les pleins pouvoirs au Maréchal. Ils sont partis se réfugier en Angleterre, et en 1945 ils sont revenus, pour l’accuser et le condamner à mort pour “collaboration !”",20.05.2001,Saint- Alban,20.05.2001,
/OR1,HISTOIRE,"LA DESTRUCTION DE ST PIERRE DE LA MARTINIQUE PAR L’EXPLOSION DU MONT PELÉ, le jour de l’Ascension 1902",M. l’abbe J.C. ORTIZ,,01.03.1998,Riddes,01.03.1998,
/P2,HISTOIRE,"LES RACINES DE L’OCCIDENT : ATHÈNES, ROME ET JÉSUSALEM",M. H. PETIT,,27.10.1997,"Inst. St-Grégoire le Grand, Lyon",27.10.1997,
/pm4,HISTOIRE,LA CHRÉTIENTÉ : Les Corporatioons,R.P. PIERRE-MARIE O.P.,Présentation de la communauté de saint Dominique – Les Corporatioons – Le M.J.C.F.,16.06.1994,"Lauzon, Canada",16.06.1994,
/POR5,HISTOIRE,LA CRISE DE L’ESPRIT CHRÉTIEN ENTRE 1680 ET 1780,M. l’abbé N. PORTAIL,,12.01.1998,"Institut Uni. St-Grégoire le Grand, Lyon",12.01.1998,
/POR4,HISTOIRE,LA SAINT-BARTHÉLEMY ET LES GUERRES DE RELIGIONS,M. l’abbe N. PORTAIL,"A notre avis, c’est l’étude la plus sérieuse, la plus objective et la plus exhaustive, sur ce sujet si troublant.",17.02.1997,"Institut Uni. St-Grégoire le Grand, Lyon",17.02.1997,
/SA2,HISTOIRE,LA FONCTION DE L’INQUISITION (L’action des cathares),M. J. SAIGNOL,,1991,"Instit. St-Grégoire le Grand, Lyon",01.01.1991,31.12.1991
/SA4,HISTOIRE,LE BAPTÊME DE LA FRANCE,M. J. SAIGNOL,,14.11.1994,"Institut Uni. St-Grégoire le Grand, Lyon",14.11.1994,
/SA5,HISTOIRE,LE BAPTÊME DE LA FRANCE ET LES MISSIONS,M. J. SAIGNOL,,01.04.1995,"Instit. St-Grégoire le Grand, Lyon",01.04.1995,
/SA1,HISTOIRE,LE DÉCLIN DE LA MISSION,M. J. SAIGNOL,,18.01.1993,"Instit. St-Grégoire le Grand, Lyon",18.01.1993,
/SA7,HISTOIRE,LE MISSIONNAIRE ET LA LUTTE CONTRE L’ESCLAVAGE,M. J. SAIGNOL,,19.01.1998,"Instit. St-Grégoire le Grand, Lyon",19.01.1998,
/SA3,HISTOIRE,QU’EST-CE QU’UNE SOCIETE CHRÉTIENNE ?,M. J. SAIGNOL,,09.05.1994,"Instit. St-Grégoire le Grand, Lyon",09.05.1994,
/SAC1,HISTOIRE,"LA MONARCHIE FRANÇAISE. JÉSUS-CHRIST, ROI DE FRANCE",M. SACLIER de la BATIE,,16.06.1991,"Institut Uni. St-Grégoire le Grand, Lyon",16.06.1991,
/san1,HISTOIRE,LE RÔLE DE LA CHEVALERIE,M. A. SANFRATELLO,Conférences aux Chevaliers de Notre-Dame.,01.05.1999,Montalenghe,01.05.1999,
/SAU1,HISTOIRE,NORD CONTRE SUD : LES ORIGINES DE LA GUERRE DE SÉCESSION AUX ÉTATS-UNIS,M. B. SAUMADE,"D’après le livre de James M. Mc Pherson.
Conférence organisée par le MCCVS.",10.04.2008,Martigny,10.04.2008,
/vig2,HISTOIRE,LA RÉVOCATION DE L’ÉDIT DE NANTES,M. J. de VIGUERIE,,10.03.1997,"Institut St-Grégoire le Grand, Lyon",10.03.1997,
/vig1,HISTOIRE,SORCELLERIE ET RELIGION AUX XVIIÈME - XVIIIÈME SIÈCLES,M. J. de VIGUERIE,,03.04.1995,"Institut St-Grégoire le Grand, Lyon",03.04.1995,
/BIS1,ISLAM,UN PROBLÈME ACTUEL : L’SLAM FACE À LA CROIX,M. l’abbé L. BISELX,"Quel regard faut-il porter aujourd’hui sur le dialogue islamo-chrétien ?
Et qu’en pense l’Église catholique ?",21.03.2004,Sion,21.03.2004,
/cou07,ISLAM,LES ORIGINES DE L’ISLAM,M. E. COUVERT,,27.02.1992,"Institut Universitaire St Grégoire le Grand, Lyon",27.02.1992,
/LAR4,ISLAM,L’ISLAM,M. l’abbé LAROCHE,IIIème Congrès théologique de sì sì no no 1998 « L’Œcuménisme ».,21 - 24.04.1998,Albano-Rome,21.04.1998,24.04.1998
/lug2,ISLAM,L'ISLAM À LA CONQUÊTE DE L'AFRIQUE,M. B. LUGAN,,11.03.1996,"Institut Universitaire St-Grégoire le Grand, Lyon",11.03.1996,
/PJ1,ISLAM,"L’ISLAM, MENACE POUR L’OCCIDENT ?",M. l’abbé P. JEROME,"La naissance, le développement et les conquêtes islamiques.
Le sort des non-musulmans en pays d’Islam.",04.08.1991,Sierre,04.08.1991,
/cou06,JUDAÏSME,LA KABBALE JUIVE,M. E. COUVERT,,10.05.1993,"Institut Universitaire St Grégoire le Grand, Lyon",10.05.1993,
/PR2,JUDAÏSME,PEUT-ON ÊTRE JUIF ET CATHOLIQUE ?,M. l’abbé PRIEUR,,25.02.1994,"Institut Universitaire St-Grégoire le Grand, Lyon",25.02.1994,
/v04,JUDAÏSME,DU PEUPLE ÉLU AUX JUIFS PERFIDES,M. le prof. D. VIAIN,,11.12.1990,"Institut Universitaire St-Pie X, Paris",11.12.1990,
/v07,JUDAÏSME,DU PEUPLE ÉLU AUX JUIFS PERFIDES : LE MYSTÈRE D’ISRAËL,M. le prof. D. VIAIN,"Souvent nous nous demandons quelle est la raison d’être du peuple “élu” aujourd’hui. Quel est son rôle dans le plan de la Rédemption ? Cette conférence
apporte une réponse éclairée.",03.10.1992,Sion,03.10.1992,
/V11,JUDAÏSME,JUIFS ET CHRÉTIENS : 2000 ANS DE DIALOGUE,M. le prof. D. VIAIN,,13.01.1997,"Instit. St-Grégoire le Grand, Lyon",13.01.1997,
/V12,JUDAÏSME,LE JUDAÏSME,M. le prof. D. VIAIN,IIIème Congrès théologique de sì sì no no “Œcuménisme”.,21 - 24.04.1998,"Albano, Rome",21.04.1998,24.04.1998
/FRANQ1,LIBÉRALISME,"L’INFAILLIBILITÉ PONTIFICALE, LE SYLLABUS ET LA CRISE ACTUELLE DE L’ÉGLISE",Marquis de la FRANQUERIE,,1970 - 1980,Martigny,,31.12.1980
/GUE1,LIBÉRALISME,LIBÉRALISME ET ANTILIBÉRALISME - LE CHRIST-ROI,M. l’abbé R. GUEGUEN,,20.10 - 26.11 - 17.12.2004,Chapelle St Joseph,,
/jo10,LIBÉRALISME,L'ÉTAT CONTRE L'ÉGLISE SOUS SAINT PIE X,M. l’abbé B. de JORNA,"Étude actualisée de l’encyclique “Vehementer nos” (1).
Série de 4 conférences JO 10 à 13.",14.02.1994,"Institut Universitaire St Pie X, Paris",14.02.1994,
/jo12,LIBÉRALISME,"L'ÉTAT HORS D'ÉTAT - ÉTUDE ACTUALISÉE DE L'ENCYCLIQUE ""VEHEMENTER NOS"" ( 3)",M. l’abbé B. de JORNA,Sur la séparation de l’Église et de l’État.,28.03.1994,"Institut Uni. St Pie X, Paris",28.03.1994,
/jo06,LIBÉRALISME,"LA LETTRE SUR LE SILLON (1) LA DÉMOCRATIER DANS L'ÉGLISE, SELON MARC SANGNIER",M. l’abbé B. de JORNA,Analyse.,01.02.1993,"Institut Universitaire St Pie X, Paris",01.02.1993,
/jo07,LIBÉRALISME,"LA LETTRE SUR LE SILLON (2) : LA LIBERTÉ DANS L'ÉGLISE, SELON MARC SANGNIER",M. l’abbé B. de JORNA,Analyse.,01.03.1993,"Institut Universitaire St Pie X, Paris",01.03.1993,
/jo08,LIBÉRALISME,"LA LETTRE SUR LE SILLON (3) LA FRATERNITÉ DANS L'ÉGLISE, SELON MARC SANGNIER",M. l’abbé B. de JORNA,Analyse.,05.54.1993,"Institut Universitaire St Pie X, Paris",,
/jo09,LIBÉRALISME,"LA LETTRE SUR LE SILLON (4) L'ÉGLISE DANS LE DÉMOCRATIE, SELON MARC SANGNIER",M. l’abbé B. de JORNA,Analyse.,15.05.1993,"Institut Uni. St Pie X, Paris",15.05.1993,
/jo05,LIBÉRALISME,LE MODERNISME EST UNE HÉRÉSIE (5),M. l’abbé B. de JORNA,D’après l’Encyclique de Saint Pie X “Pascendi”.,10.03.1992,"Institut Universitaire St Pie X, Paris",10.03.1992,
/jo04,LIBÉRALISME,LE MODERNISME EST-IL UN MONSTRE ? (4),M. l’abbé B. de JORNA,D’après l’Encyclique de Saint Pie X “Pascendi”.,10.02.1992,"Institut Universitaire St Pie X, Paris",10.02.1992,
/jo03,LIBÉRALISME,LE MODERNISME N'A NI PÈRE NI MÈRE (3),M. l’abbé B. de JORNA,D’après l’Encyclique de St Pie X “Pascendi”.,13.01.1922,"Institut Universitaire St Pie X, Paris",13.01.1922,
/jo02,LIBÉRALISME,LE MODERNISME SANS SCIENCE NI CONSCIENCE (2),M. l’abbé B. de JORNA,D’après l’Encyclique de St Pie X “Pascendi”.,18.11.1991,"Institut Universitaire St Pie X, Paris",18.11.1991,
/jo01,LIBÉRALISME,"LE MODERNISME, MORT OU VIF ? (1)",M. l’abbé B. de JORNA,"Série de 5 conférences
D’après l’Encyclique de St Pie X “Pascendi”.",20.10.1991,"Institut Universitaire St Pie X, Paris",20.10.1991,
/jo14,LIBÉRALISME,SAINT PIE X ET LE REMÈDE À LA CRISE ACTUELLE,M. l’abbé B. de JORNA,"Homélie de la messe de Requiem, par M. l’abbé du Chalard.
Congrès théologique de sì sì no no, organisé à l’occasion du 10ème anniversaire de la mort de don Francesco Maria PUTTI, et du 20ème anniversaire de la fondation de sì sì no no.",08 - 10.12.1994,Albano-Rome,08.12.1994,10.12.1994
/las6,LIBÉRALISME,LA LIBERTÉ,M. A. de LASSUS,,06.03.1999,Caussade,06.03.1999,
/las07,LIBÉRALISME,LE LIBÉRALISME CATHOLIQUE,M. A. de LASSUS,,06.03.1999,"Le Treilhou, Caussade",06.03.1999,
/ME1,LIBÉRALISME,LA LIBERTÉ RELIGIEUSE,M. le prof. MERRY,"Cette conférence, à notre avis, la meilleure que nous ayons entendue à ce sujet. Elle fait une analyse harmonieuse des actes du Magistère, des écrits des Pères et du Concile.",16.10.1988,Genève,16.10.1988,
/MLE4,LIBÉRALISME,LE ROBOT LIBRE. Genèse de l’utopie libérale,M. l’abbe Ph. MARCILLE,,02.1999,Grenoble,01.02.1999,28.02.1999
/OSS1,LIBÉRALISME,LES DROITS DE L’HOMME DANS LE CADRE DU MAGISTÈRE ET DE LA PHILOSOPHIE.,Prof. J.-C. OSSADON VALDEZ,"4ème Congrès théologique de sì sì no no
“Bilan et perspectives, pour une vraie restauration de l’Église”.",03 - 05.08.2000,Rome,03.08.2000,05.08.2000
/P1,LIBÉRALISME,LA CRISE DE LA DÉMOCRATIE,M. H. PETIT,,25.11.1996,"Instit. St-Grégoire le Grand, Lyon",25.11.1996,
/pol05,LIBÉRALISME,LA LIBERTÉ DE LA PRESSE EST-ELLE UNE VALEUR ABSOLUE ?,M. C. POLIN,,09.10.1993,"Lauzon, Canada",09.10.1993,
/pol02,LIBÉRALISME,LA PHILOSOPHIE DES DROITS DE L’HOMME,M. C. POLIN,Techniquement médiocre.,07.10.1993,"Lauzon, Canada",07.10.1993,
/ru20,LIBÉRALISME,DIGNITÉ ET LIBERTÉ,M. l’abbé J.-M. RULLEAU,Session de théologie 1994.,12 - 16.04.1994,"Étoile du Matin, Bitsch",12.04.1994,16.04.1994
/tis22,LIBÉRALISME,SYMPOSIUM SUR LE MODERNISME POUR LE CENTENAIRE DE L’ENCYCLIQUE “PASCENDI”,Mgr B. TISSIER DE MALLERAIS,,07.11.2007,Paris,07.11.2007,
/ver2,LIBÉRALISME,ACTES DU MAGISTÈRE ET ENCYCLIQUES,M. l’abbé P. VERDET,,19.10.1998,"Institut St-Grégoire le Grand, Lyon",19.10.1998,
/ver3,LIBÉRALISME,"ENCYCLIQUE ""VEHEMENTER"" DE SAINT PIE X",M. l’abbé P. VERDET,,10.01.1999,"Institut St-Grégoire le Grand, Lyon",10.01.1999,
/ga12,MONSEIGNEUR LEFEBVRE,SIGNIFICATION ET POUVOIR DE LA CLOCHE CONSACRÉE – SON EXCELLENCE MONSEIGNEUR LEFEBVRE – HOMÉLIE DE MONSEIGNEUR LEFEBVRE,Mgr A. de GALARRETA,"Bénédiction de la cloche de l’église de Delémont, le 6.11.2005.
Homélie de Mgr Lefebvre, lors de la bénédiction de l’église de Délémont en 1990.",06.11.2005 - 06.10.1991,"Delémont, Écône",06.11.2005,06.10.1991
/le24,MONSEIGNEUR LEFEBVRE,60 ANS DE SACERDOCE : POURQUOI AVOIR PASSÉ 30 ANS EN AFRIQUE SI AUJOURD'HUI IL NE FAUT PLUS FAIRE DE CONVERSIONS ?,Mgr M. LEFEBVRE,"Divers témoignages de reconnaissance :
Abbé du Chalard.
Marc Dem .
Un élève des écoles de la Fraternité…",19.11.1989,Le Bourget,19.11.1989,
/le53,MONSEIGNEUR LEFEBVRE,ANNIVERSAIRE DE LA FONDATION D’ÉCÔNE ET SAINTETÉ SACERDOTALE – LES IMPOSSIBLES CONDITIONS DEMANDÉES PAR ROME,Mgr M. LEFEBVRE,,,"Séminaire International St Pie X, Écône",,
/le22,MONSEIGNEUR LEFEBVRE,"CONFÉRENCE DE PRESSE À L’OCCASION DES SACRES, 1988 - CONFÉRENCE DE PRESSE À L’OCCASION DU SACRE DE MONSEIGNEUR LICINIO RANGEL",Mgr m. LEFEBVRE – M. l'abbé SCHMIDBERGER,Cette conférence nous offre un moment historique exceptionnel !,15.06.1988,"Séminaire International St Pie X, Écône",15.06.1988,
/le29,MONSEIGNEUR LEFEBVRE,DERNIERE HOMÉLIE DE SON EXCELLENCE MONSEIGNEUR MARCEL LEFEBVRE ET PÉLERINAGE D’ACTION DE GRÂCE POUR LES SACRES,Mgr M. LEFEBVRE,Divers chants latins.,17.2.1991 - 19.11.1988,"Nice, Bulle",17.02.1991,19.11.1988
/le38,MONSEIGNEUR LEFEBVRE,EN CETTE CRISE DE L’ÉGLISE GARDONS LA FOI,Mgr M. LEFEBVRE,,15.01.1973,BREST,15.01.1973,
/le03,MONSEIGNEUR LEFEBVRE,ÉTÉ CHAUD 1976 : LA MESSE À LILLE,Mgr M. LEFEBVRE,"Homélie à l’occasion de la messe à Lille, le 29.8.1976 
1ère messe de l’abbé P. Groche, Besancon, le 5.9.1976
Sermon d’ouverture des facultés de l’Institut Universitaire Saint Pie X, Paris, 6.10.1984.",29.8.1976 - 5.9.1976 - 6.10.1984,"Lille, Besancon, Paris",29.08.1976,
/le06,MONSEIGNEUR LEFEBVRE,"EXHORTATIONS, CONSEILS...",Mgr M. LEFEBVRE,Session d’étude.,09 - 14.07.1990,Flavigny,09.07.1990,14.07.1990
/le17,MONSEIGNEUR LEFEBVRE,FÊTE-DIEU A ÉCÔNE : 2 HOMÉLIES,Mgr M. LEFEBVRE - Mgr A. de GALARRETA,"Les 25 ans de Sacerdoce de M. l’abbé Pierre Épiney, 29.5.1986.",29.05.1986 - 18.06.1992,"Séminaire Inter. St Pie X, Écône",29.05.1986,18.06.1992
/le10,MONSEIGNEUR LEFEBVRE,HOMÉLIES LORS DES 10 ET 20 ANS DE LA FRATERNITÉ SACERDOTALE ST PIE X,Mgr M. LEFEBVRE,"20ème anniversaire, 1.11.1990.
10ème anniversaire, 1.11.1980.
Ordination de diacres .
Toussaint.",01.11.1980 - 01.11.1990,Séminaire Inter. St Pie X,01.11.1980,01.11.1990
/le33,MONSEIGNEUR LEFEBVRE,ICI VOUS VOYEZ L’ÉGLISE VIVANTE (Ordinations 1980) – DIEU NOUS VEUT HUMBLES - C’EST POURQUOI IL NOUS A FAIT DÉPENDANTS DES SACREMENTS,Mgr M. LEFEBVRE,"Messe Chrismale.
Sous-Diaconat .
Pentecôte.",27.6.1980 - 04.04.1985,"Séminaire International St Pie X, Écône",27.06.1980,04.04.1985
/le28,MONSEIGNEUR LEFEBVRE,IL N’Y A QU’UNE RELIGION POUR SE SAUVER,Mgr M. LEFEBVRE,Les effets de la résurrection.,,,,
/le07,MONSEIGNEUR LEFEBVRE,ILS L’ONT DÉCOURONNE,Mgr M. LEFEBVRE,,27.09.1987,Annecy,27.09.1987,
/le13,MONSEIGNEUR LEFEBVRE,IN MEMORIAM DU RÉVÉREND PÈRE LUDOVIC-MARIE – “DIEU NOUS AIME D'UN AMOUR MISÉRICORDIEUX INFINI”,Mgr M. LEFEBVRE,"Homélie de Mgr M. Lefebvre.
Témoignage de M. le Curé Épiney.
Conférence inoubliable sur la miséricorde divine, du révérend père Barrielle.
Dies iræ, dies illa et divers autres chants liturgiques de Requiem.",04.03.1983,"Séminaire International St Pie X, Écône",04.03.1983,
